id,name,dk_number,sb_number,type,material_main,material_sub,dating,dating_certainty,find_place,find_place_certainty,find_year,transliteration,transcription,translation_danish,translation_english,rune_typology,rune_typology_certainty,language_type,inscription_placement,images_count,url,dating_comment,find_circumstances,owner_institution,storage_location,condition,translation_comment,reading_comment,rune_height,script_arrangement,ornamented,separator_type,archaeological_period,other_number,title,images_urls,local_images_count,local_images_paths,literature_count,literature_refs
365,Povlsker-sten†Bh 24,Bh 24,,Runesten,Sten,Granit,1025-1075,Sikker,060204: Povlsker,Sikker,1893,[...(u)ein : lit : hak... | ...b-(u) : s...],,... Sven lod hugge ...,... Sveinn had [this stone] cut ...,Senvikingetid (V),Sikker,Olddansk,På stenens bredside langs kanten.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/365,Runestenen hører til gruppen af bornholmske sten fra overgangsperioden mellem vikingetid og middelalder. Runetypologisk hører den til blandt de ældre sten i gruppen.,"To fragmenter blev fundet som bygningssten i 8. selvejergård i Tjørneby. Det sidste stykke ved man ikke, hvor stammer fra.",Ikke valgt,Tabt i 1890'erne. De formodes igen at være blevet anvendt til byggeri i Tjørneby.,,,,,Indskriften er konturordnet uden rammestreg(er). Begyndelsen har været nederst til venstre.,No,Enkelt punkt,Overgangen vikingetid/middelalder,,Povlsker-sten†,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/365/rune05b_502.jpg,2,runer_ku_images\365_0.jpg; runer_ku_images\365_1.jpg,0,
868,Rakkeby-kalkristningNJy 38,NJy 38,,Kalkristning,Andet,Kalkpuds,1100-1300,Nogenlunde Sikker,100108: Rakkeby,Sikker,1984,"Indskrift A (l)(e)(o=r)/(l)(e)(u) 
Indskrift B kkkiii
Indskrift C mat 
Indskrift D (m)at-rt 
Indskrift E faki(l) : uiuæs
Indskrift F -------",,Utolket.,...,Middelalder (M),Sikker,Utolket,"På korets nordvæg. Indskrift A ca. 2,4 m fra triumfvæggen ca. 90 cm over gulvniveau. Indskrift B ca. 1 m over gulvniveau en smule længere mod øst end indskrift 1. Indskrift C 2,55 m fra triumfvæggen ca. 1,3 m over gulvniveau. Indskrift D ca. 1,7 m fra triumfvæggen og nogenlunde i højde med indskrift 3. Indskrift E ca. 2,7 m fra triumfvæggen ca. 1,15 m over gulvniveau. Indskrift F ca. 3,4 m fra triumfvæggen ca. 1,6 m over gulvniveau.",2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/868,"Indskrifterne er ristet i den romanske kalkpuds. Nogle af indskrifterne er ristet, før kalken var hærdet.",Restaurering af kirken.,Kirken (menighedsrådet),In situ.,,,,2-5 cm,Lineær.,Yes,To punkter,Ældre middelalder,NOR2002;8,Rakkeby-kalkristning,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/868/rune04b_427.jpg,2,runer_ku_images\868_0.jpg; runer_ku_images\868_1.jpg,0,
38,Randbøl-stenSJy 14,SJy 14,145,Runesten,Sten,Granit,900-970,Nogenlunde Sikker,170908: Randbøl,Sikker,1874,tufi : bruti : risþi : stin : þansi : aft : lika : | brutia : þiR : stafaR : munu : | þurkuni : miuk : liki : lifa :,,Tue bryde rejste denne sten efter brydens hustru. Disse stave vil leve meget længe for Thorgunn.,Tófi Steward raised this stone in memory of the steward's wife. Very long will these staves live for  Þorgunnr.,"Vikingetid (V), Vikingetid (V)",Nogenlunde Sikker,Olddansk,På stenens ene bredside.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/38,Rune- og sprogtypologisk samt kontekstuel datering.,"I begyndelsen af december 1874 kløvede en stenhugger en stor sten, der lå halvt nedsunket på en sandbanke. Han fik stykkerne op af hullet, opdagede at der var skrift på undersiden og indberettede sagen til Vejle amtshus. Under stenen blev truffet et skelet, antagelig af en kvinde, som blev undersøgt i København og atter nedgravet paa stedet.",Ikke valgt,Opstillet på sin oprindelige plads.,"Stenen blev sprængt i flere stykker, hvoraf nogle af de runeløse blev brugt til vejpæle og de resterende sat sammen igen med cement (jf. foto). Stenen er flere gange blevet restaureret, i 1982-83 blev stenen taget ned for at gennemgå en grundig konservering, derefter blev de 10 brudstykker samlet. Stenen blev genopstillet 1984, forsynet med en ny arkitekttegnet betonsokkel, der klart viser, hvad der er oprindeligt, og hvad der er nyt (Se 
Vognsen 1992:73;81-89).","Indskriften benytter personbetegnelsen ""liki"" om hustruen Thorgunn. Ordet ""liki"" er egentlig et maskulinumsord, men det kan benyttes om begge køn. Det må være tale om et tilstræbt, stilistisk virkemiddel, at indskriften undlader at nævne navnet på den afdøde før den poetisk udformede afslutning.",,"11,5-15 cm","Indskriften læses fra venstre mod højre i *parallelordning begyndende nedefra midt på stenen, derefter først venstre og sidst højre tekstbånd.",No,To punkter,Vikingetid,,Randbøl-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/38/rune05b_250.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/38/Randbøl-lille.jpg,3,runer_ku_images\38_0.jpg; runer_ku_images\38_1.jpg; runer_ku_images\38_2.jpg,0,
788,Randers-blyamuletMJy 61,MJy 61,63,Amulet,Metal,Bly,1200-1400,Nogenlunde Sikker,140908: Randers,Sikker,1993,Side A ... Side B ...,,Blypladen har ikke kunnet foldes ud.,...,Middelalder (M),Sikker,Utolket,På begge sider af genstanden adskilt af rammelinjer.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/788,Genstanden stammer iflg. Randers Museum fra et lag fra 1200-1300-tallet.,Metaldetektorfund i opgravet jord fra arkæologisk undersøgelse i baggården til Brødregade 25 i Randers.,Nationalmuseet,Kulturhistorisk Museum Randers (0290x0340).,Amuletten kan ikke foldes ud uden at blive beskadiget.,,,,Skiftevis højre- og venstrevendt samt indslag af *stupruner.,No,"Tre punkter, Usikkert skilletegn",Højmiddelalder,AUD1993;267,Randers-blyamulet,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/788/rune04b_425.jpg,2,runer_ku_images\788_0.jpg; runer_ku_images\788_1.jpg,0,
426,Randers-brakteatMJy IK 142,MJy IK 142,,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,140908: Randers,Sikker,1881 el. 1882,a(w)iri u(R)- þhs(o)ia / uR- a wiri (h)i(o)haR,,...,...,Urnordisk (U),Sikker,Urnordisk,"Indskriften er placeret tre steder. Henholdsvis over fuglens hoved, til venstre for fuglen langs motivets rand og mellem dyrets hoved og forben.",2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/426,,Brakteaten er et løsfund gjort af en arbejder i 1881 el.-82.,Nationalmuseet,,God stand,,"Læsningen til venstre er fra DR, og læsningen til højre er fra Aarsbøger 2014.",,Indskriften over fuglen læses venstrevendt. Den til venstre for fuglen er højrevendt og den mellem dyrets hoved og ben læses venstrevendt.,Yes,[fejl],Ældre germansk jernalder,,Randers-brakteat,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/426/Randers 142.jpg,2,runer_ku_images\426_0.jpg; runer_ku_images\426_1.jpg,0,
110,Randers-sten 1MJy 59,MJy 59,,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,140908: Randers,Sikker,1623/1804,Side A [sbau(r) : r(i)sþi : stain : þ(a)si : u-- ...aba : sina : miuk : ---- : -----] Side B r : hrþa : kuþan : þign :,,"Spurv(?) rejste denne sten efter ..., en meget *god *thegn.","Spǫrr raised this stone ..., a very good þegn.",Senvikingetid (V),Sikker,Olddansk,"Den forvitrede indskriftdel har været på stenens ene bredside, den bevarede del af indskriften er på denne bredsides højre smalside.",3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/110,Sprog og runetypologisk datering.,"Tegning (Albret Holst) i præsteindberetningen 1623. Både Holst og Skonvig nævner en sten i Randers foran en dør. Denne sten blev af Stadfelt i 1804 identificeret som identisk med en runesten uden for huset nr. 5 i Storegade. Der er dog nogen uenighed om hvorvidt denne sten er identisk med den sten som Worm og Holst omtaler (Lis Jacobsens afvisning af at identificere Worms Randers-sten med den af Stadfelt fundne (DR sp. 589), kritiseres af Moltke i 1958). Den i 1804 fundne sten blev optaget i slutningen af 1840'erne.","Museum Østjylland, Randers",Udstillet i Museum Østjylland i Randers.,"Stenen har ligget med den ene runeside opad så længe, at runerne på denne side er forvitret fuldstændigt.",,,"13-14,5 cm","Fra venstre mod højre, nedefra og op. Den nu forvitrede indskriftdel har, ifølge tegning, været konturordnet med start i nedre venstre hjørne.",No,To punkter,Yngre vikingetid,,Randers-sten 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/110/rune04b_415.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/110/Randers1-DR115-AM 367 fol bl 7r.jpg,3,runer_ku_images\110_0.jpg; runer_ku_images\110_1.jpg; runer_ku_images\110_2.jpg,0,
111,Randers-sten 2MJy 60,MJy 60,,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,140908: Randers,Sikker,1910,tuki : ri(s)-- | -tin : þansi : ift | þurstin : sin | -(r)uþur : nuk | igi : sin : faþu-,,"Toke rejste denne sten efter Thorsten, sin broder, og Inge, sin fader.","Tóki raised this stone in memory of Þorsteinn, his brother, and Ingi, his father.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/111,Sprog- og runetypologisk datering,Stenen blev opdaget ved nedbrydning af et gammelt hus i Randers. Den var i to stykker ved udtagningen.,"Museum Østjylland, Randers",Museum Østjylland i Randers.,Stenen er fundet i 2 stykker som nu er føjet sammen. Nogle af runerne yderst på stenen er beskadiget eller væk.,,Fejlskrivning: nuk for auk.,"8,5-14 cm",Indskriften i *bustrofedon  begynder i nedre højre hjørne.,No,To punkter,Yngre vikingetid,,Randers-sten 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/111/rune04b_422.jpg,2,runer_ku_images\111_0.jpg; runer_ku_images\111_1.jpg,0,
869,Randlev-kalkristningMJy 72,MJy 72,,Kalkristning,Andet,Kalkpuds,1100-1300,Nogenlunde Sikker,150211: Randlev,Sikker,1987,"Indskrift A: þismas(m)R
Indskrift B: þis(m)(a)...-g(e)sm(i)s",,Utolket.,...,Middelalder (M),Sikker,Utolket,På korets nordmur. Indskrift A ca. 67 cm fra triumfvæggen ca. 140 cm over gulvet. Indskrift B ca. 24 cm fra triumfvæggen og ca. 186 cm over jorden.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/869,"Indskrifterne er ristet i den våde gråhvide kalkmørtel, som ligger over et ældre mørkbrunt mørtellag.",Restaurering af kirken.,Ikke valgt,In situ.,,,,8-19 cm,Vandrette linjer.,Yes,Ingen skilletegn,Ældre middelalder,NOR2002;9,Randlev-kalkristning,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/869/rune04b_433.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/869/rune04b_435.jpg,3,runer_ku_images\869_0.jpg; runer_ku_images\869_1.jpg; runer_ku_images\869_2.jpg,0,
981,Raus-tømrerrunerSk 62,Sk 62,,Tømrerruner,Træ,Ubestemt,1100-1500,Sikker,SV1220: Raus,Sikker,,,,Indskriften er ikke runologisk undersøgt.,,Ubestemt,Usikker,Utolket,,1,https://runer.ku.dk/q.php?p=runer/genstande/genstand/981,Raus kirke er opført i 1100-tallet.,De nærmere fundomstændigheder er ikke klarlagt.,Kirken (menighedsrådet),In situ.,,,,,,No,Ingen skilletegn,Middelalder,,Raus-tømrerruner,https://cms.ku.dk/bootstrap/images/branding/faelles.svg,1,runer_ku_images\981_0.jpg,0,
129,Ravnkilde-sten 1NJy 67,NJy 67,,Runesten,Sten,Granit,900-1020,Nogenlunde Sikker,120810: Ravnkilde,Sikker,1859,ąsur lat:hirþiR : | kukis : sun : raist | runar þasi | at ąs-uþ trunik,,"Asser *landbestyrer, Køges/Kugges(?) søn, ristede disse runer efter 'dronning' Asbod/As[m]od.","Ǫzurr Estate-steward, Køgir's(?) son, carved these runes in memory of (his) lady Ásboð/Ásmóð.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens bredside.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/129,Rune- og sprogtypologisk datering,Stenen blev fundet liggende ved indgangen til kirken med indskriftsiden opad.,Kirken (menighedsrådet),På en høj på kirkegården.,"Runesiden er meget slidt, og læsningen er omstridt.","Bemærk at læsningen og tolkningen er behæftet med stor usikkerhed, fordi runesporene på stenoverfladen er næsten bortslidt.","Indskriften har været anset for svenskpræget på grund af nylæsningen (i DR) af runar mod ventet runaR og den gennemstregede ansuR-rune, men dette synspunkt må opgives (Lerche Nielsen 2001). Det bemærkes, at en - desværre upubliceret - feltundersøgelse af indskriften i april 2004 har sået kraftig tvivl om de hidtidige læsninger af indskriften. Læsningen af runaR þasi kunne fx slet ikke bekræftes. Om kvindenavnet Ásbóð/Ásmóð henvises til diskussionen i (Peterson 1987).",13-18 cm,"Indskriften består af fire parallelordnede linjer i blandet rækkefølge: Først linje 2 fra højre, så 1, 4 og sidst 3.",Yes,"Enkelt punkt, To punkter",Vikingetid,,Ravnkilde-sten 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/129/rune04b_437.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/129/rune04b_439.jpg,3,runer_ku_images\129_0.jpg; runer_ku_images\129_1.jpg; runer_ku_images\129_2.jpg,0,
130,Ravnkilde-sten 2NJy 68,NJy 68,12,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,120810: Ravnkilde,Sikker,1847,+ ąsgutr : tuguta : sun : risþi : stin : ift | isgi : bruþur : sin,,"Asgot, {tuguta} søn, rejste stenen efter Esge, sin broder.","Ásgautr {tuguta}'s son raised the stone in memory of Ásgeirr, his brother.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/130,Rune- og sprogtypologisk datering.,"Fundet liggende på en lille høj ved landsbyen Lille Rørbæk og opstillet i en tilvirket niche i præstegårdsdiget i Kongens Tisted, ved den gamle Hobro-Årsvej.",Kirken (menighedsrådet),Kongens Tisted præstegårdshave med stednr. og sb.nr. 120208:92.,,,,"10-15,5 cm","Indskriften, der læses fra nedre venstre hjørne, følger stenens kant (*konturordning) med afslutning i midterlinjen.",No,To punkter,Yngre vikingetid,,Ravnkilde-sten 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/130/rune04b_444.jpg,2,runer_ku_images\130_0.jpg; runer_ku_images\130_1.jpg,0,
131,Ravnkilde-teglstenNJy 69,NJy 69,,Teglsten,Andet,Tegl,1250-1400,Nogenlunde Sikker,120810: Ravnkilde,Sikker,1935,peder,,Peder.,Pétr.,Middelalder (M),Nogenlunde Sikker,Gammeldansk,På en af stenens sider.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/131,,"Fundet blandt murbrokker, som kan stamme fra herregården Nørlund?",Nationalmuseet,Nationalmuseet.,"Stenen er et fragment, men runerne er intakte.",Sen middelalder- eller eftermiddelalderlig indskrift efter runetypologien at dømme.,Muligvis n-rune for æ ved fejl.,Ca. 1 cm,Fra venstre mod højre.,No,Ingen skilletegn,Yngre middelalder,,Ravnkilde-teglsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/131/rune04b_445.jpg,2,runer_ku_images\131_0.jpg; runer_ku_images\131_1.jpg,0,
763,Ravsted-tømrerrunerSJy 58,SJy 58,,Tømrerruner,Træ,Ubestemt,1200-1500,Sikker,210405: Ravsted,Sikker,1954,fuþo,,fuþorkhniastbmly,fuþorkhniastbmly,Middelalder (M),Sikker,Andet,I kirkeskibets tagkonstruktion.,1,https://runer.ku.dk/q.php?p=runer/genstande/genstand/763,Kirken formodes opført omkring 1250.,Fundet i kirkens tagkonstruktion (i skibets vestende).,Kirken (menighedsrådet),In situ.,,,,,,No,Ingen skilletegn,Middelalder,EM85;537B,Ravsted-tømrerruner,https://cms.ku.dk/bootstrap/images/branding/faelles.svg,1,runer_ku_images\763_0.jpg,0,
199,Revninge-fingerringFyn 1,Fyn 1,35,Fingerring,Metal,Guld,1075-1125,Nogenlunde Sikker,080110: Revninge,Sikker,1821,a=rot=a | a=gla g=ala | laga,,{arota} agla gala laga.,{arota} agla gala laga.,Middelalder (M),Sikker,Latin,På indfatningens bagside.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/199,Datering iflg. Lindahl 2003:83.,Ringen er fundet ved pløjning på Lundsgård klint ved Kerteminde.,Nationalmuseet,Nationalmuseet.,"Stenen er knust og ringen har et brud, men det har ingen betydning for runeindskriften på indfatningens bagside.","DR antager at ""arota"" er et græsk ord med betydningen 'dyd'. Konteksten taget i betragtning er indskriftens første fem runer snarere en del af den magiske (antikke) sator arepo-formel, et palindrom populært kaldet *Fandens firkant (MacLeod & Mees 2006:149 ff. med henvisninger).",,,"Ensrettede linjer, læses oppefra og ned.",No,Ingen skilletegn,Ældre middelalder,,Revninge-fingerring,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/199/bagside.JPG; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/199/forside.JPG,3,runer_ku_images\199_0.jpg; runer_ku_images\199_1.jpg; runer_ku_images\199_2.jpg,0,
607,Revsgård-brakteatSJy IK 145,SJy IK 145,146,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,190711: Ovtrup,Sikker,1945,ara--- | tiua------,,...,...,Urnordisk (U),Sikker,Utolket,"Indskriften er placeret to steder langs motivets rand; henholdsvis til højre, bag det diadembærende hoved, og ligeledes til venstre begyndende fra diademets front, løbende ned forbi den hævede hånd, for derefter at slutte ved figurens underarm.",2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/607,,"Brakteaten er et løsfund, som dukkede op under pløjning i nov. 1945.",Nationalmuseet,,God stand,,,,,Yes,Usikkert skilletegn,Ældre germansk jernalder,,Revsgård-brakteat,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/607/Revsgård 145.jpg,2,runer_ku_images\607_0.jpg; runer_ku_images\607_1.jpg,0,
734,Ribe-amuletSJy 41,SJy 41,127,Amulet,Træ,Fyr,1275-1325,Sikker,190408: Ribe Domkirke,Sikker,1955,Side A : io=rþ : biþ a=k : ua=rþæ : o=k : uphimæn : so=l : o=k : sa=nt=æ maria : o=k : salfæn : gudrotæn : þæt han : læ mik : læknæs:ha=nd : o=k lif:tuggæ : at= =liuæ Side B uiuindnæ : þær : botæ : þa=rf : or : ba=k : o=k or brRst : or lækæ : o=k or lim : or øuæn : o=k or øræn : or : a=llæ þe : þær : ilt : kan i at Side C kumæ : suart : hetær : sten : ha=n : stær : i : hafæ : utæ : þær : ligær : a : þe : ni : no=uþær : þær : l---r(a) : (þ)en-nþþæþeskulhuærki Side D skulæ : huærki : søtæn : sofæ : æþ : uarmnæn : uakæ : førr æn : þu : þæssa : bot : biþær : þær : a=k o=rþ : at kæþæ : ro=nti : amæn : o=k Side E þæt : se :,,"Jorden beder jeg vare på (sikre, sørge for) og den høje himmel, solen og Sankt Maria, og selve Gud Drotten, at han låner mig lægehånd og helbredelsestunge, at helbrede ""Bævende"", når den behøver bod (=helbredelse). 
	Ud af ryg og ud af bryst, ud af legeme og ud af lem, ud af øjne og ud af ører; ud af alt det, hvor ondt kan trænge ind. 
	Sort hedder (en) sten; han står ude i havet. Derpå ligger ni Nød'er (=ulykker). De skal hverken sove eller våge/vågne varmt (=de skal uophørligt plage sygdomsdjævlen), før du får bod for denne [sygdom], for hvem jeg har runet ord at kvæde. Amen. Og det være (=lad det ske). (Moltke 1976).
Steenholt Olesen 2007:
Jorden beder jeg sørge for og den høje himmel, solen og hellige Maria og selve Gud-Herren, at han vil give mig lægehånd og lægedomstunge til at helbrede {uiuindnæ}, som behøver bod. Ud af ryg og ud af bryst, ud af lægge og ud af lem(mer), ud af øjne og ud af ører, ud af alle de [steder], som ondt kan komme ind i. Sort hedder en sten. Den står ude i havet. Derpå ligger de ni {nouþær}. De skulle hverken sove sødt eller våge roligt, førend du får bod for dette, som jeg gjorde ord imod. Bondi. Amen og det ske!","I pray Earth to guard and High Heaven, the sun and Saint Mary and Lord God himself, that he grant me medicinal hands and healing tongue to heal the Trembler when a cure is needed. From back and from breast, from body and from limb, from eyes and from ears, from wherever evil can enter. A stone is called Svartr (black), it stands out in the sea, there lie upon it nine needs, who ... shall  neither sleep sweetly nor wake warmly until you pray this cure which I have proclaimed in runic words. Amen and so be it.",Middelalder (M),Sikker,Gammeldansk,På pindens fem sider.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/734,,Arkæologisk udgravning i Grønnegade 15.,Nationalmuseet,"Nationalmuseet, udstillingen.","Generelt god, men overfladen er afskrabet på den ene af siderne i den ene ende.",,"I indskriften på Side A dobbeltlæses* d-runen i ""gudrotæn"" så der kan læses ""Guþ"" og ""drottin"". r-runen i ronti bør translittereres (r) evt. (b). Af Moltkes mange arkiverede notater, fremgår det at han var usikker på læsningen. Iflg. Steenholt Olesen 2007 bør man læse ""bonti"" i stedet for ""ronti"".","0,6-0,7 cm",Ensrettede linjer.,No,"Et kors, Tre punkter",Højmiddelalder,EM85;493,Ribe-amulet,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/734/rune04b_446.jpg,2,runer_ku_images\734_0.jpg; runer_ku_images\734_1.jpg,0,
14082,Ribe-bennålSJy 79,SJy 79,70,Nål,Andet,Ben,1050-1400,Nogenlunde Sikker,190408: Ribe Domkirke,Sikker,2015,…(þ)æs(i),,’… denne.’ / ’…disse.’,’… this.’ / ’…these.’,Middelalder (M),Nogenlunde Sikker,Gammeldansk,På nålen i dennes længderetning.,1,https://runer.ku.dk/q.php?p=runer/genstande/genstand/14082,Genstanden er fundet i et middelalderligt lag.,Fundet under udgravning i Slotsgade i Ribes vestlige del.,Sydvestjyske Museer,Museet i Ribe,"Genstanden er brækket, så indskriften er fragmentarisk.",,,"0,5 cm",Højrevendt,No,Ingen skilletegn,Middelalder,,Ribe-bennål,https://cms.ku.dk/bootstrap/images/branding/faelles.svg,1,runer_ku_images\14082_0.jpg,0,
14086,Ribe-benskinneSJy 80,SJy 80,201,Benstykke,Andet,Ben,850-900,Nogenlunde Sikker,190408: Ribe Domkirke,Sikker,2017,|ʀ(f)ar(i)(m)atu(:)biþa-|,,’… [mod]? fare/farlig sygdom … (de) formåede at finde ro?...’,’…against danger/illness … they managed to find peace?...’,"Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På den ene side af skinnen i dennes længderetning.,1,https://runer.ku.dk/q.php?p=runer/genstande/genstand/14086,"Genstanden er fundet i et lag, der er C14-dateret til anden halvdel af 800-tallet.","I 2017-18 gennemførtes en stor forskningsudgravning i de ældste dele af Ribe, langs nordsiden af Ribe år fra omkring år 700. Udgravningen, der var bekostet af en Semper Ardens bevilling fra Carlsbergfondet som del af forskningsprojektet ”Northern Emporium”, havde til formål at følge udviklingen på en eller flere af byens parceller med huse og værksteder fra 700- og 800-tallet. Arbejdet blev gennemført i samarbejde mellem Sydvestjyske Museer og Danmarks Grundforskningsfonds Centre for Urban Network Evolution (UrbNet) ved Aarhus Universitet.",Sydvestjyske Museer,Museet i Ribe,"Genstanden er brækket, så indskriften er fragmentarisk.",,"Alle runer med undtagelse af rune 5 er ristet enten helt eller delvist med dobbeltstreger. Rune 5 er en mulig rune der kun er halvt så høj som de resterende, og det ser ud som om, runen enten er klemt ind mellem to runer, efter at resten af runeindskriften er ristet, eller at der er tale om en påbegyndt rune, som er opgivet, fordi hovedstaven ville støde ind i bistaven på den foregående r-rune. Der kan være tale om en i-rune, som er skudt ind i indskriften efterfølgende, og som har halv højde, fordi hovedstaven ellers ville støde ind i bistaven til den foregående r-rune. Alternativ kan der være tale om en l-rune, hvis den skrå streg til højre for den lille hovedstav hører til. Denne støder dog helt op til hovedstaven til den efterfølgende rune 6. Mindre sandsynligt kan der være tale om en kortkvist s-rune eller en u-rune med en meget kort bistav, der som nævnt ikke hænger sammen med hovedstaven. Endelig er det muligt, at der er tale om en fejlristning, som ikke skal indgå i en tolkning.

Mellem rune 9 og 10 er der et muligt skilletegn, som består af en kort lodret streg, der er afsat omtrent midt imellem rune 9 og 10. Det, der taler for, at der kan være tale om et skilletegn, er, at afstanden mellem rune 9 og 10 ser ud til at være en smule større end mellem de andre runer, når man ser på toppen af runerne. Afstanden mellem bundene af runerne er dog ikke større end mellem de andre runer. Der er intet skilletegn mellem rune 1 og 2, hvor ʀ-runen, rune 1, viser, at det må være slutningen af et ord, der står her. Det kunne tale for, at den lille streg ikke er et skilletegn. Dog kan man ikke være sikker på, at der er en ensartet anvendelse af skilletegn i en indskrift. Skilletegn kan mangle delvis eller helt og kan også forekomme i midten af et ord. Skilletegn kan også anvendes som skille mellem forskellige afsnit i en tekst, uden at der er skilletegn mellem de enkelte ord. 

En nærmere gennemgang af de resterende runer findes i Imer og Sindbæk 2021.","Ca. 1,9 cm",Højrevendt.,No,Usikkert skilletegn,Ældre vikingetid,,Ribe-benskinne,https://cms.ku.dk/bootstrap/images/branding/faelles.svg,1,runer_ku_images\14086_0.jpg,0,
