id,name,dk_number,sb_number,type,material_main,material_sub,dating,dating_certainty,find_place,find_place_certainty,find_year,transliteration,transcription,translation_danish,translation_english,rune_typology,rune_typology_certainty,language_type,inscription_placement,images_count,url,dating_comment,find_circumstances,owner_institution,storage_location,condition,translation_comment,reading_comment,rune_height,script_arrangement,ornamented,separator_type,archaeological_period,other_number,title,images_urls,local_images_count,local_images_paths,literature_count,literature_refs
382,Vestermarie-sten 5Bh 42,Bh 42,462,Runesten,Sten,Granit,1075-1125,Sikker,060305: Vestermarie,Sikker,1884,: asualdi : risti : stein : þinsa : iftR : alfar : bruþur : sin : drinr : koþr | : trebin u:syni : auk : skogi : suek : saklausan :,,"Asvalde rejste denne sten efter sin broder Alver. Den gode dreng (blev) skændigt dræbt, og Skoge sveg den sagesløse.","Ásvaldi raised this stone in memory of Alfarr, his brother: a good *""drengr"", shamefully killed, and Skógi betrayed the guiltless one.",Senvikingetid (V),Sikker,Olddansk,På stenens bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/382,"Runestenen hører til gruppen af bornholmske sten fra overgangsperioden mellem vikingetid og middelalder. Stilhistorisk, rune- og sprogtypologisk hører den til blandt de yngre sten i gruppen.",Fundet under Vestermarie Kirkes sydmur.,Kirken (menighedsrådet),"Runestensanlægget på Vestermarie Kirkegård sydvest for kirketårnet sammen med de fem øvrige Vestermarie-sten (Bh 38-41, 43).",Bevaringstilstanden er god.,"Indskriften er en *rejserformel og er rimeligvis delvis rytmisk opbygget (ljóðaháttr) (jf. Nielsen 1983: 226-27). Runeindskrifter der omhandler svig er en sjælden, men kendt genre (jf. fx Svenstrup-stenen (NJy 75)). Indskriftens ""Den gode dreng"" modsvarer runestenenes ofte gentagne epitet ""en meget god dreng"". Adjektivet ""god"" har omtrent samme betydninger som moderne dansk, dvs. såvel duelig, fysisk god, men også moralsk og emotionelt ""god"", dvs. omhyggelig, betænksom osv. En ""dreng"" betegnede formentlig en ung, ugift mand eller kriger.",,"7,2-9,5 cm","Indskriften er dels indfattet i en *runeslange dels i et indre rammebånd, der følger slangen. Indskriften begynder nederst til venstre ved slangens hoved.",Yes,To punkter,Overgangen vikingetid/middelalder,,Vestermarie-sten 5,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/382/rune06b_143.jpg,2,runer_ku_images\382_0.jpg; runer_ku_images\382_1.jpg,0,
383,Vestermarie-sten 6Bh 43,Bh 43,463,Runesten,Sten,Sandsten,1025-1125,Sikker,060305: Vestermarie,Sikker,1888,...--R : k... | ...(l)--- : --... ---...,,Indskriften er for ødelagt til at kunne tolkes.,...,Senvikingetid (V),Sikker,Utolket,På begge stenens bredsider.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/383,Runestenen hører til gruppen af bornholmske sten fra overgangsperioden mellem vikingetid og middelalder. Typologisk er der ikke grundlag for en nærmere datering inden for perioden.,Runestenen er fundet i en gårdbygning tilhørende Vestergård beliggende nær ved kirkegården. Stenen skal være solgt ved offentlig auktion fra kirkegården i 1820'erne.,Kirken (menighedsrådet),I en årrække stod stenen vendt på hovedet på Vestermarie Kirkegård og stykker var sat forkert sammen med cement. Efter nyrestaurering i perioden 1986-90 er den genopstillet retvendt i en stålkonstruktion i runestensanlægget sydvest for kirketårnet sammen med de øvrige fem Vestermarie-sten (Bh 38-42).,Bevaringstilstanden før en restaurering i perioden 1986-90 var dårlig dels grundet tidligere cementreperationer.,,Stenens dårlige tilstand gør en læsning tilnærmelsesvis umulig.,"8,5-11 cm",Grundet stenens tilstand er skriftordningen vanskelig at afgøre. Indskriften har været indfattet i rammebånd med indre og ydre ramme. Nederst til venstre ses to bånd løbe parallelt.,Yes,Enkelt punkt,Overgangen vikingetid/middelalder,,Vestermarie-sten 6,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/383/rune06b_137.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/383/Vestermariesten6db.JPG,3,runer_ku_images\383_0.jpg; runer_ku_images\383_1.jpg; runer_ku_images\383_2.jpg,0,
798,Viborg-blyamuletMJy 32,MJy 32,239,Amulet,Metal,Bly,1050-1300,Nogenlunde Sikker,130815: Viborg,Sikker,1994,: (?)...(s)-(s)(i)(u)--(a)-(-)-(i) --(f)a o : --(-) (n)o--(-)--(?) | s(u)sbiristæ (s)(t)(æ)(n)i(æ)(s)uæ no(m)inæ (s)b(i)(r)i | mitius(æ)(o)ni fibri amæn akla (:) mari(a) :,,... alfa omega ... nomine(?) susbiristæ ... nomine spiritus mitiusæoani febris amen agla Maria,... alfa omega ... nomine(?) susbiristæ ... nomine spiritus mitiusæoani febris amen agla Mary,Middelalder (M),Sikker,Latin,På den ene side af genstanden adskilt af 3 rammelinjer.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/798,Dateret til tidlig- og højmiddelalder pga. gravtyper og ligenes armstilling,Fundet under udgravning af den sløjfede Skt. Mathias Kirkegård. Fundet i mandsgrav. Knækket i 8 stykker under udrulningen for rensning og konservering.,Nationalmuseet,Viborg Stifstmuseum (inventarnr. 804 E 58).,Amuletten er noget beskadiget i kanterne.,"Latin-præget tekst, feberformel, tilsyneladende uden klart sammenhængende mening.",,"Ca. 0,5-1 cm",Højrevendt.,No,Et kors,Middelalder,AUD1995;283,Viborg-blyamulet,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/798/rune06b_177.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/798/rune06b_176.jpg,3,runer_ku_images\798_0.jpg; runer_ku_images\798_1.jpg; runer_ku_images\798_2.jpg,0,
95,Viborg-fibulaMJy 30,MJy 30,,Fibula,Metal,Bronze,800-900,Nogenlunde Sikker,130815: Viborg,Sikker,1894,lukisliua,,Meget divergerende tolkningsforslag.,...,"Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,Indskriften er placeret på bagsiden af genstanden.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/95,"Ornamentikken på forsiden er en efterligning af karolingisk planteornamentik, som dateres til 800-tallet.",Fundet sammen med en mindre fibel i toppen af en gravhøj på Viborg Mark.,Nationalmuseet,Nationalmuseet.,,"Der er fremsat flere forslag til ordopdeling og meget usikre og forskelligartede tolkninger af indskriften, således Nordén (1937:157f.), Harry Andersen (1943:168-173), jvf. Moltke (1985:357f.).",Runerne står fint indridsede i én linje uden skilletegn.,"0,4-0,6 cm",Indskriften læses fra venstre mod højre.,Yes,Ingen skilletegn,Ældre vikingetid,,Viborg-fibula,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/95/rune06b_178.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/95/tegning.JPG,3,runer_ku_images\95_0.jpg; runer_ku_images\95_1.jpg; runer_ku_images\95_2.jpg,0,
932,Viborg-lægedomspindMJy 29,MJy 29,,Runestav,Træ,Ubestemt,1100-1630,Nogenlunde Sikker,130815: Viborg,Nogenlunde Sikker,1632,------k(n)-xt | (c)+r--(t)imæ(n)+ | afk(e)nkæstal- | +nþ(e)--(n)-þ(u)m,,Pseudoindskrift.,... | ... | ... | ...,Middelalder (M),Usikker,Andet,På alle fire sider af pinden.,1,https://runer.ku.dk/q.php?p=runer/genstande/genstand/932,,"Iflg. oplysninger i et brev til Ole Worm er pinden fundet af en skoledreng på en til Viborg By hørende mark. Pinden kendtes kun fra Worms gengivelse, indtil Marius Kristensen i 1939 fandt et gnideaftryk fra 1895 af originalen i British Museum i Ida Falbe-Hansens efterladte papirer.",Ikke valgt,Tabt.,,"Pinden synes at være endt på British Museum, men er senere bortkommet. Den her anførte translitteration bygger på det gnideaftryk fra omkring 1895, som i 1939 blev fundet i Ida Falbe-Hansens papirer (jf. DR sp. 589; Bæksted 1939; 137f.; Moltke 1958: 122-24 og Hjermind 1997: 164-66). Worms læsning har tidligere givet anledning til flere tolkningsforsøg (jf. DR sp. 135 f.; Bæksted 1939: 119-22).","Translitterationen, der baseres på gnideaftrykket, afviger stærkt fra Worms læsning, der er gengivet i DR. Med de mange binderuner i Worms læsning kunne ordet b=o=l=d ""byld"" fremkomme to gange, men dette må anses som en ren ønsketænkning.","Ca. 0,5 cm",,No,"Et kors, Et kryds",Middelalder el. renæssance,,Viborg-lægedomspind,https://cms.ku.dk/bootstrap/images/branding/faelles.svg,1,runer_ku_images\932_0.jpg,0,
644,Viborg-sokkelstenMJy 31,MJy 31,,Bygningssten,Sten,Granit,1050-1275,Nogenlunde Sikker,130815: Viborg,Nogenlunde Sikker,1972,as(s)ir,,Asser.,Ǫzurr.,Middelalder (M),Sikker,Gammeldansk,I feltet mellem de øvre og nedre arkader,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/644,"Da genstanden er fundet uden for kontekst, er det vanskeligt at vurdere dens alder. Ornamentikken er i romansk stil, så en datering til en overordnet stilhistorisk periode ca. 1050-1275 synes rimelig. Moltke daterer til snarere efter end før 1200.",Fundomstændighederne kendes ikke. Stenen er indført som en af en lang række sten fra forskellige steder i Viborg. Der kan være tale om en sokkelsten stammende fra en af Viborgs 12 sognekirker (Hjermind 1997). Genstanden er registreret i 1945 på Viborg Stiftmuseum. Runeindskriften blev først opdaget i 1972 og undersøgt af Erik Moltke.,Viborg Stiftsmuseum,Viborg Stiftsmuseum.,Let beskadiget.,,"Rune 3 er af Moltke opfattet som en c-rune (en stav uden ""knæ""), men synes at være et s lidt i retning af et *""stole-s"".",,Lineær.,Yes,Ingen skilletegn,Ældre middelalder,EM85;422A,Viborg-sokkelsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/644/rune06b_175.jpg,2,runer_ku_images\644_0.jpg; runer_ku_images\644_1.jpg,0,
205,Vimose-bæltespændeFyn 16,Fyn 16,1,Spænde,Metal,Bronze,210/20-250/60,Sikker,080301: Allese,Sikker,1851/1868,aadagas(u)|laasauwija,,...|...,...|...,Urnordisk (U),Sikker,"Utolket, Urnordisk",På bagsiden af spændet. Indskriften ristet efter fastgørelsen på en læderrem.,4,https://runer.ku.dk/q.php?p=runer/genstande/genstand/205,"Arkæologisk datering. Spændet stammer fra den største deponering, Vimose 3, fase C1b.",Løsfund før de arkæologiske udgravninger.,Nationalmuseet,"Nationalmuseet, Danmarks Oldtid.",God.,Tolkningen er meget usikker.,En læsning aadagast i stedet for aadagas(u)må afvises. u-runen må anses for værende sikker efter fornyet undersøgelse i 2007.,Ca. 1 cm.,To højrevendt linjer med runefødderne mod hinanden. Læsefølgen omstridt.,No,Ingen skilletegn,Yngre romersk jernalder,,Vimose-bæltespænde,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/205/rune06b_170.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/205/rune06b_172.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/205/tegning.JPG,4,runer_ku_images\205_0.jpg; runer_ku_images\205_1.jpg; runer_ku_images\205_2.jpg; runer_ku_images\205_3.jpg,0,
201,Vimose-dupsko 1Fyn 20,Fyn 20,1,Dupsko,Metal,Bronze,210/20-250/60,Sikker,080301: Allese,Sikker,1901,Side A iala/ala a | mariha Side B makija,,Alle...{mari}... sværdet(?).,Alli...{mari}...the sword(?).,Urnordisk (U),Sikker,Urnordisk,"To linjer på den ene side af dupskoen, en på den anden.",6,https://runer.ku.dk/q.php?p=runer/genstande/genstand/201,"Arkæologisk datering. Dupskoen hører til hoveddeponeringen Vimose 3, fase C1b.","Dupskoen blev fundet i Vimose 1901 og erhvervet af apoteker Chr. Mikkelsen, der skænkede den til Nationalmuseet i 1902.",Nationalmuseet,"Nationalmuseet, Danmarks Oldtid.",Mere slidt på den ene side end på den anden.,"makija opfattes i reglen som 'sværd', jf. on. mækir, og mari knyttes til on. adj. mærr 'berømt', Alle tolkes som et mandsnavn. Imer foreslår oversættelsen ""Alle ejer(?) det berømte sværd"" (Imer 2007a:140), men forslaget harmonerer ikke med den forventede verbalform a(i)h (Brøndum Nielsen Gammeldansk Grammatik § 722 (bind 7 side 455)).","Læsefølgen er usikker. Læsningen makija for makia (Marstrander 1953:41) er nu alment accepteret. En læsning (fx. Looijenga 2003:158f. og Imer 2007a:140, Imer 2007b:448) af den ene linje på A-siden som a ala i stedet for iala med en *stuprune, a, anses for værende tvivlsom af nogle runeforskere.","0,8-1,8 cm","Side A har to linjer med runetoppene vendt mod hinanden, henholdsvis højre og venstrevendt, mariha højrevendt. Side B højrevendt.",No,Ingen skilletegn,Yngre romersk jernalder,,Vimose-dupsko 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/201/rune06b_155.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/201/rune06b_156.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/201/tegning.JPG; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/201/Vimosechape2.JPG; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/201/Vimosechape2detalje.JPG,6,runer_ku_images\201_0.jpg; runer_ku_images\201_1.jpg; runer_ku_images\201_2.jpg; runer_ku_images\201_3.jpg; runer_ku_images\201_4.jpg; runer_ku_images\201_5.jpg,0,
839,Vimose-dupsko 2Fyn 21,Fyn 21,1,Dupsko,Metal,Bronze,210/20-250/60,Sikker,080301: Allese,Sikker,1800-tallet/ 1979,.../ttnþþ,,Næppe sprogligt meningsgivende.,...,Urnordisk (U),Usikker,"Utolket, Urnordisk",På den ene side af dupskoen.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/839,"Arkæologisk datering. Dupskoen hører til den største deponering, Vimose 3, dateret til fase C1b.","""Runerne"" opdaget af konservator Bjarne Lønborg 1979 i forbindelse med rensning.",Odense Bys Museer,Odense Bys Museer.,Undersøgt efter lakering.,Indskriften tolkes som *rune- eller skriftefterlignende.,Læsning usikker.,"1,7 cm",Højrevendte tegn i en linje.,No,Ingen skilletegn,Yngre romersk jernalder,MS1995;334A,Vimose-dupsko 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/839/rune06b_158.jpg,2,runer_ku_images\839_0.jpg; runer_ku_images\839_1.jpg,0,
202,Vimose-høvlFyn 18,Fyn 18,1,Høvl,Træ,Ask,160-375/400,Sikker,080301: Allese,Sikker,1865,Side A talijo | gisaioj : wiliR --lao--- ... Side B t--is : hleuno : an- : regu,,Høvl... {wiliR} ... | ...,Plane... {wiliR} ... | ...,Urnordisk (U),Sikker,Urnordisk,På oversiden (Side A) og den ene side ( Side B).,4,https://runer.ku.dk/q.php?p=runer/genstande/genstand/202,"Arkæologisk datering. Det kan ikke afgøres, hvilken nedlægning høvlen har hørt til.",Arkæologisk udgravning under Engelhardts ledelse.,Nationalmuseet,"Nationalmuseet, Danmarks Oldtid.","Fundet i tre brudstykker, hvoraf de to passer nøje sammen. Nogle af runerne er stærkt udviskede.","Gennemgående er talijo tolket som 'høvl', egentlig forventet talgijo (Moltke 1985: 89), som også genfundet i oldislandsk trételgja 'tømmerøkse, høvl'. Hører til verbet talgide 'han skar' (Nøvling-fibula).
Tidligere mente man også at kunne tolke et teoretisk mandsnavn Talijo.","Der synes at være tre indskrifter, der fremtræder ret forskelligt. Det fint indridsede talijo står for sig. Der har været nogenlunde enighed om læsningen, undtagen af de udviskede partier.","Ca. 1-1,5 cm","Enkeltlinjer, højrevendt.",No,"Fire/fem punkter, To punkter",Yngre romersk jernalder,,Vimose-høvl,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/202/rune06b_160.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/202/rune06b_163.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/202/tegning.JPG,4,runer_ku_images\202_0.jpg; runer_ku_images\202_1.jpg; runer_ku_images\202_2.jpg; runer_ku_images\202_3.jpg,0,
919,Vimose-kamFyn 19,Fyn 19,1,Kam,Andet,Tak,150-160,Nogenlunde Sikker,080301: Allese,Sikker,1865,harja,,Harja,Harja,Urnordisk (U),Sikker,Urnordisk,På kammens ene side.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/919,Arkæologisk datering. Kammen hører formentlig til nedlægningen Vimose 2.,"Arkæologisk udgravning, Engelhardt m. fl.",Nationalmuseet,"Nationalmuseet, Danmarks Oldtid.",God.,"Tolkes som runeristerens eller ejerens navn. Et alternativt forslag er, at harja kan oversættes med 'kam' (Seebold 1994,71).",,"Ca. 1,3 cm",Højrevendt.,No,Ingen skilletegn,Overgangen ældre/yngre romersk jernalder,,Vimose-kam,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/919/rune06b_167.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/919/Vimosekammentegn.JPG,3,runer_ku_images\919_0.jpg; runer_ku_images\919_1.jpg; runer_ku_images\919_2.jpg,0,
840,Vimose-lansespidsFyn 22,Fyn 22,1,Lansespids,Metal,Jern,210/20-250/60,Sikker,080301: Allese,Sikker,1984,wagnijo,,Wagnijo (mandsnavn),Wagnijo,Urnordisk (U),Sikker,Urnordisk,På den brede del af lansebladet parallelt med midterribben.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/840,"Arkæologisk datering. Lansespidsen hører til den største deponering, Vimose 3, dateret til fase C1b.",Arkæologisk udgravning. Indskriften blev først opdaget af konservator Bjarne Lønborg i Odense 1984 i forbindelse med en gennemgang af uddeponerede fund fra Vimose.,Odense Bys Museer,Odense Bys Museer.,Stærkt korroderet.,"Navn, afledt af roden i 'vogn' og navnet 'Vagn'. Forskellige opfattelser af navnet og dets genus: våbensmedens *mestersignatur, krigsherre eller lansenavn.","Indskriften stærkt medtaget, læsningen underbygges ved sammenligning med Illerup-lansespidserne med *samme indskrift.","Ca. 0,5 cm",Venstrevendte runer med spor af rammelinjer.,Yes,Ingen skilletegn,Yngre romersk jernalder,MS1995;334B,Vimose-lansespids,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/840/tegning.JPG; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/840/rune06b_151.jpg,3,runer_ku_images\840_0.jpg; runer_ku_images\840_1.jpg; runer_ku_images\840_2.jpg,0,
204,Vimose-rembøjleFyn 17,Fyn 17,1,Sværdskedebeslag,Metal,Sølv,210/20-250/60,Sikker,080406: Næsbyhoved-Broby,Sikker,1853,.../awñs/lw-(k),,Skriftefterligning.,...,Urnordisk (U),Usikker,Utolket,På rektangulær flade med fortinning.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/204,"Arkæologisk datering. Genstanden stammer fra Vimose 3, fase C1b.",Arkæologisk udgravning.,Nationalmuseet,"Nationalmuseet, Danmarks Oldtid.",Den rektangulære midterflade med de indridsede tegn er ret korroderet.,Ikke sprogligt meningsgivende. Skriftefterligning.,Indskriftefterligning.,,Læseretning omstridt.,No,Ingen skilletegn,Yngre romersk jernalder,,Vimose-rembøjle,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/204/rune06b_173a.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/204/tegning.JPG,3,runer_ku_images\204_0.jpg; runer_ku_images\204_1.jpg; runer_ku_images\204_2.jpg,0,
1059,Vindum Stenhuse-brakteatMJy IK 384,MJy IK 384,181,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,130715: Vindum,Sikker,før 1868,...,,Forvanskede latinske bogstaver med enkelte runelignende tegn.,Garbled latin letters with a few rune-like symbols.,Ubestemt,Sikker,Utolket,Indskriften er placeret rundt langs motivets rand.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1059,,Brakteaten er et løsfund indleveret til Nationalmuseet i 1868; iflg. protekollen “funden for flere Aar siden i et Muldvarpeskud” (Jacobsen og Moltke 1942:507).,Nationalmuseet,,God stand; motivets midte og venstre rand er ridset.,,,,,Yes,Ingen skilletegn,Ældre germansk jernalder,,Vindum Stenhuse-brakteat,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1059/Vindum Stenhuse 384.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1059/Vindum Stenhuse_Kit Weiss.jpg,3,runer_ku_images\1059_0.jpg; runer_ku_images\1059_1.jpg; runer_ku_images\1059_2.jpg,0,
